Date;Type of cash flow;Currency;Quantity / Amount;ISIN;Position;Cash flow type;Month;Identification number;Portfolio instrument number;Evaluation date;Portfolio number;Value pre-tax in trade currency;Value pre-tax in evaluation currency;Value after tax in trade currency
31.12.2024;Coupon;USD;-30658.18;37.047622.000.0;4 5/8% Tenet Healthcare 18-15.07.2024;Bonds;12;37.047622.000.0;10000.37-37.047622.000.0;15.09.2025;10000.37;-30658.18;-30658.18;-30658.18
30.06.2025;Coupon;USD;-30658.18;37.047622.000.0;4 5/8% Tenet Healthcare 18-15.07.2024;Bonds;6;37.047622.000.0;10000.37-37.047622.000.0;15.09.2025;10000.37;-30658.18;-30658.18;-30658.18
31.12.2021;Coupon;USD;-26720.35;44.636390.000.0;7% Gray Escrow Inc 18-15.05.2027 144A;Bonds;12;44.636390.000.0;10000.37-44.636390.000.0;15.09.2025;10000.37;-26720.35;-26720.35;-26720.35
30.06.2022;Coupon;USD;-26720.35;44.636390.000.0;7% Gray Escrow Inc 18-15.05.2027 144A;Bonds;6;44.636390.000.0;10000.37-44.636390.000.0;15.09.2025;10000.37;-26720.35;-26720.35;-26720.35
31.12.2022;Coupon;USD;-26720.35;44.636390.000.0;7% Gray Escrow Inc 18-15.05.2027 144A;Bonds;12;44.636390.000.0;10000.37-44.636390.000.0;15.09.2025;10000.37;-26720.35;-26720.35;-26720.35
30.06.2023;Coupon;USD;-26720.35;44.636390.000.0;7% Gray Escrow Inc 18-15.05.2027 144A;Bonds;6;44.636390.000.0;10000.37-44.636390.000.0;15.09.2025;10000.37;-26720.35;-26720.35;-26720.35
31.12.2023;Coupon;USD;-26720.35;44.636390.000.0;7% Gray Escrow Inc 18-15.05.2027 144A;Bonds;12;44.636390.000.0;10000.37-44.636390.000.0;15.09.2025;10000.37;-26720.35;-26720.35;-26720.35
30.06.2024;Coupon;USD;-26720.35;44.636390.000.0;7% Gray Escrow Inc 18-15.05.2027 144A;Bonds;6;44.636390.000.0;10000.37-44.636390.000.0;15.09.2025;10000.37;-26720.35;-26720.35;-26720.35
31.12.2024;Coupon;USD;-26720.35;44.636390.000.0;7% Gray Escrow Inc 18-15.05.2027 144A;Bonds;12;44.636390.000.0;10000.37-44.636390.000.0;15.09.2025;10000.37;-26720.35;-26720.35;-26720.35
30.06.2025;Coupon;USD;-26720.35;44.636390.000.0;7% Gray Escrow Inc 18-15.05.2027 144A;Bonds;6;44.636390.000.0;10000.37-44.636390.000.0;15.09.2025;10000.37;-26720.35;-26720.35;-26720.35
28.02.2003;Redemption;USD;2030618.89;10.247430.000.0;1.45% Daimler North America 21-02.03.2026;Bonds;2;10.247430.000.0;10000.05-10.247430.000.0;15.09.2025;10000.05;2030618.89;2030618.89;2030618.89
31.12.2021;Coupon;USD;-40779.65;25.837102.000.0;3.70% Morgan Stanley 14-23.10.2024;Bonds;12;25.837102.000.0;10000.05-25.837102.000.0;15.09.2025;10000.05;-40779.65;-40779.65;-40779.65
30.06.2022;Coupon;USD;-40779.65;25.837102.000.0;3.70% Morgan Stanley 14-23.10.2024;Bonds;6;25.837102.000.0;10000.05-25.837102.000.0;15.09.2025;10000.05;-40779.65;-40779.65;-40779.65
31.12.2022;Coupon;USD;-40779.65;25.837102.000.0;3.70% Morgan Stanley 14-23.10.2024;Bonds;12;25.837102.000.0;10000.05-25.837102.000.0;15.09.2025;10000.05;-40779.65;-40779.65;-40779.65
30.06.2023;Coupon;USD;-40779.65;25.837102.000.0;3.70% Morgan Stanley 14-23.10.2024;Bonds;6;25.837102.000.0;10000.05-25.837102.000.0;15.09.2025;10000.05;-40779.65;-40779.65;-40779.65
31.12.2023;Coupon;USD;-40779.65;25.837102.000.0;3.70% Morgan Stanley 14-23.10.2024;Bonds;12;25.837102.000.0;10000.05-25.837102.000.0;15.09.2025;10000.05;-40779.65;-40779.65;-40779.65
30.06.2024;Coupon;USD;-40779.65;25.837102.000.0;3.70% Morgan Stanley 14-23.10.2024;Bonds;6;25.837102.000.0;10000.05-25.837102.000.0;15.09.2025;10000.05;-40779.65;-40779.65;-40779.65
31.12.2024;Coupon;USD;-40779.65;25.837102.000.0;3.70% Morgan Stanley 14-23.10.2024;Bonds;12;25.837102.000.0;10000.05-25.837102.000.0;15.09.2025;10000.05;-40779.65;-40779.65;-40779.65
30.06.2025;Coupon;USD;-40779.65;25.837102.000.0;3.70% Morgan Stanley 14-23.10.2024;Bonds;6;25.837102.000.0;10000.05-25.837102.000.0;15.09.2025;10000.05;-40779.65;-40779.65;-40779.65
31.10.2002;Redemption;USD;2021091.11;27.079219.000.0;2.35% Merck 15-10.02.2022;Bonds;10;27.079219.000.0;10000.05-27.079219.000.0;15.09.2025;10000.05;2021091.11;2021091.11;2021091.11
31.01.2009;Redemption;USD;2217645.56;29.225472.000.0;3 1/2% Simon Property 15-01.09.2025;Bonds;1;29.225472.000.0;10000.05-29.225472.000.0;15.09.2025;10000.05;2217645.56;2217645.56;2217645.56
31.12.2021;Coupon;USD;-32811.69;31.824877.000.0;3.95% AT&T 16-15.01.2025;Bonds;12;31.824877.000.0;10000.05-31.824877.000.0;15.09.2025;10000.05;-32811.69;-32811.69;-32811.69
30.06.2022;Coupon;USD;-32811.69;31.824877.000.0;3.95% AT&T 16-15.01.2025;Bonds;6;31.824877.000.0;10000.05-31.824877.000.0;15.09.2025;10000.05;-32811.69;-32811.69;-32811.69
31.12.2022;Coupon;USD;-32811.69;31.824877.000.0;3.95% AT&T 16-15.01.2025;Bonds;12;31.824877.000.0;10000.05-31.824877.000.0;15.09.2025;10000.05;-32811.69;-32811.69;-32811.69
30.06.2023;Coupon;USD;-32811.69;31.824877.000.0;3.95% AT&T 16-15.01.2025;Bonds;6;31.824877.000.0;10000.05-31.824877.000.0;15.09.2025;10000.05;-32811.69;-32811.69;-32811.69
31.12.2023;Coupon;USD;-32811.69;31.824877.000.0;3.95% AT&T 16-15.01.2025;Bonds;12;31.824877.000.0;10000.05-31.824877.000.0;15.09.2025;10000.05;-32811.69;-32811.69;-32811.69
30.06.2024;Coupon;USD;-32811.69;31.824877.000.0;3.95% AT&T 16-15.01.2025;Bonds;6;31.824877.000.0;10000.05-31.824877.000.0;15.09.2025;10000.05;-32811.69;-32811.69;-32811.69
31.12.2024;Coupon;USD;-32811.69;31.824877.000.0;3.95% AT&T 16-15.01.2025;Bonds;12;31.824877.000.0;10000.05-31.824877.000.0;15.09.2025;10000.05;-32811.69;-32811.69;-32811.69
30.06.2025;Coupon;USD;-32811.69;31.824877.000.0;3.95% AT&T 16-15.01.2025;Bonds;6;31.824877.000.0;10000.05-31.824877.000.0;15.09.2025;10000.05;-32811.69;-32811.69;-32811.69
31.12.2021;Coupon;USD;-20528.07;36.487063.000.0;FRN Bank of America 17-24.04.2023;Floating Rate Notes;12;36.487063.000.0;10000.05-36.487063.000.0;15.09.2025;10000.05;-20528.07;-20528.07;-20528.07
30.06.2022;Coupon;USD;-20528.07;36.487063.000.0;FRN Bank of America 17-24.04.2023;Floating Rate Notes;6;36.487063.000.0;10000.05-36.487063.000.0;15.09.2025;10000.05;-20528.07;-20528.07;-20528.07
31.12.2022;Coupon;USD;-20528.07;36.487063.000.0;FRN Bank of America 17-24.04.2023;Floating Rate Notes;12;36.487063.000.0;10000.05-36.487063.000.0;15.09.2025;10000.05;-20528.07;-20528.07;-20528.07
30.06.2023;Coupon;USD;-20528.07;36.487063.000.0;FRN Bank of America 17-24.04.2023;Floating Rate Notes;6;36.487063.000.0;10000.05-36.487063.000.0;15.09.2025;10000.05;-20528.07;-20528.07;-20528.07
31.12.2023;Coupon;USD;-20528.07;36.487063.000.0;FRN Bank of America 17-24.04.2023;Floating Rate Notes;12;36.487063.000.0;10000.05-36.487063.000.0;15.09.2025;10000.05;-20528.07;-20528.07;-20528.07
30.06.2024;Coupon;USD;-20528.07;36.487063.000.0;FRN Bank of America 17-24.04.2023;Floating Rate Notes;6;36.487063.000.0;10000.05-36.487063.000.0;15.09.2025;10000.05;-20528.07;-20528.07;-20528.07
31.12.2024;Coupon;USD;-20528.07;36.487063.000.0;FRN Bank of America 17-24.04.2023;Floating Rate Notes;12;36.487063.000.0;10000.05-36.487063.000.0;15.09.2025;10000.05;-20528.07;-20528.07;-20528.07
30.06.2025;Coupon;USD;-20528.07;36.487063.000.0;FRN Bank of America 17-24.04.2023;Floating Rate Notes;6;36.487063.000.0;10000.05-36.487063.000.0;15.09.2025;10000.05;-20528.07;-20528.07;-20528.07
31.12.2021;Coupon;USD;-15516.53;36.870380.000.0;2.90 % Qualcomm 17-20.05.2024;Bonds;12;36.870380.000.0;10000.05-36.870380.000.0;15.09.2025;10000.05;-15516.53;-15516.53;-15516.53
30.06.2022;Coupon;USD;-15516.53;36.870380.000.0;2.90 % Qualcomm 17-20.05.2024;Bonds;6;36.870380.000.0;10000.05-36.870380.000.0;15.09.2025;10000.05;-15516.53;-15516.53;-15516.53
31.12.2022;Coupon;USD;-15516.53;36.870380.000.0;2.90 % Qualcomm 17-20.05.2024;Bonds;12;36.870380.000.0;10000.05-36.870380.000.0;15.09.2025;10000.05;-15516.53;-15516.53;-15516.53
30.06.2023;Coupon;USD;-15516.53;36.870380.000.0;2.90 % Qualcomm 17-20.05.2024;Bonds;6;36.870380.000.0;10000.05-36.870380.000.0;15.09.2025;10000.05;-15516.53;-15516.53;-15516.53
31.12.2023;Coupon;USD;-15516.53;36.870380.000.0;2.90 % Qualcomm 17-20.05.2024;Bonds;12;36.870380.000.0;10000.05-36.870380.000.0;15.09.2025;10000.05;-15516.53;-15516.53;-15516.53
30.06.2024;Coupon;USD;-15516.53;36.870380.000.0;2.90 % Qualcomm 17-20.05.2024;Bonds;6;36.870380.000.0;10000.05-36.870380.000.0;15.09.2025;10000.05;-15516.53;-15516.53;-15516.53
31.12.2024;Coupon;USD;-15516.53;36.870380.000.0;2.90 % Qualcomm 17-20.05.2024;Bonds;12;36.870380.000.0;10000.05-36.870380.000.0;15.09.2025;10000.05;-15516.53;-15516.53;-15516.53
30.06.2025;Coupon;USD;-15516.53;36.870380.000.0;2.90 % Qualcomm 17-20.05.2024;Bonds;6;36.870380.000.0;10000.05-36.870380.000.0;15.09.2025;10000.05;-15516.53;-15516.53;-15516.53
31.12.2021;Coupon;USD;-34214.03;39.437352.000.0;2.65% Charles Schwab 17-25.01.2023;Bonds;12;39.437352.000.0;10000.05-39.437352.000.0;15.09.2025;10000.05;-34214.03;-34214.03;-34214.03
30.06.2022;Coupon;USD;-34214.03;39.437352.000.0;2.65% Charles Schwab 17-25.01.2023;Bonds;6;39.437352.000.0;10000.05-39.437352.000.0;15.09.2025;10000.05;-34214.03;-34214.03;-34214.03
31.12.2022;Coupon;USD;-34214.03;39.437352.000.0;2.65% Charles Schwab 17-25.01.2023;Bonds;12;39.437352.000.0;10000.05-39.437352.000.0;15.09.2025;10000.05;-34214.03;-34214.03;-34214.03
30.06.2023;Coupon;USD;-34214.03;39.437352.000.0;2.65% Charles Schwab 17-25.01.2023;Bonds;6;39.437352.000.0;10000.05-39.437352.000.0;15.09.2025;10000.05;-34214.03;-34214.03;-34214.03
31.12.2023;Coupon;USD;-34214.03;39.437352.000.0;2.65% Charles Schwab 17-25.01.2023;Bonds;12;39.437352.000.0;10000.05-39.437352.000.0;15.09.2025;10000.05;-34214.03;-34214.03;-34214.03
30.06.2024;Coupon;USD;-34214.03;39.437352.000.0;2.65% Charles Schwab 17-25.01.2023;Bonds;6;39.437352.000.0;10000.05-39.437352.000.0;15.09.2025;10000.05;-34214.03;-34214.03;-34214.03
31.12.2024;Coupon;USD;-34214.03;39.437352.000.0;2.65% Charles Schwab 17-25.01.2023;Bonds;12;39.437352.000.0;10000.05-39.437352.000.0;15.09.2025;10000.05;-34214.03;-34214.03;-34214.03
30.06.2025;Coupon;USD;-34214.03;39.437352.000.0;2.65% Charles Schwab 17-25.01.2023;Bonds;6;39.437352.000.0;10000.05-39.437352.000.0;15.09.2025;10000.05;-34214.03;-34214.03;-34214.03
31.12.2021;Coupon;USD;-22343.08;42.328124.000.0;4 1/4% Bayer US Finance II 18-15.12.2025;Bonds;12;42.328124.000.0;10000.05-42.328124.000.0;15.09.2025;10000.05;-22343.08;-22343.08;-22343.08
30.06.2022;Coupon;USD;-22343.08;42.328124.000.0;4 1/4% Bayer US Finance II 18-15.12.2025;Bonds;6;42.328124.000.0;10000.05-42.328124.000.0;15.09.2025;10000.05;-22343.08;-22343.08;-22343.08
31.12.2022;Coupon;USD;-22343.08;42.328124.000.0;4 1/4% Bayer US Finance II 18-15.12.2025;Bonds;12;42.328124.000.0;10000.05-42.328124.000.0;15.09.2025;10000.05;-22343.08;-22343.08;-22343.08
30.06.2023;Coupon;USD;-22343.08;42.328124.000.0;4 1/4% Bayer US Finance II 18-15.12.2025;Bonds;6;42.328124.000.0;10000.05-42.328124.000.0;15.09.2025;10000.05;-22343.08;-22343.08;-22343.08
31.12.2023;Coupon;USD;-22343.08;42.328124.000.0;4 1/4% Bayer US Finance II 18-15.12.2025;Bonds;12;42.328124.000.0;10000.05-42.328124.000.0;15.09.2025;10000.05;-22343.08;-22343.08;-22343.08
30.06.2024;Coupon;USD;-22343.08;42.328124.000.0;4 1/4% Bayer US Finance II 18-15.12.2025;Bonds;6;42.328124.000.0;10000.05-42.328124.000.0;15.09.2025;10000.05;-22343.08;-22343.08;-22343.08
31.12.2024;Coupon;USD;-22343.08;42.328124.000.0;4 1/4% Bayer US Finance II 18-15.12.2025;Bonds;12;42.328124.000.0;10000.05-42.328124.000.0;15.09.2025;10000.05;-22343.08;-22343.08;-22343.08
30.06.2025;Coupon;USD;-22343.08;42.328124.000.0;4 1/4% Bayer US Finance II 18-15.12.2025;Bonds;6;42.328124.000.0;10000.05-42.328124.000.0;15.09.2025;10000.05;-22343.08;-22343.08;-22343.08
31.12.2021;Coupon;USD;-17669.87;55.583898.000.0;3.20% Bristol Myers 20-15.06.2026;Bonds;12;55.583898.000.0;10000.05-55.583898.000.0;15.09.2025;10000.05;-17669.87;-17669.87;-17669.87
30.06.2022;Coupon;USD;-17669.87;55.583898.000.0;3.20% Bristol Myers 20-15.06.2026;Bonds;6;55.583898.000.0;10000.05-55.583898.000.0;15.09.2025;10000.05;-17669.87;-17669.87;-17669.87
31.12.2022;Coupon;USD;-17669.87;55.583898.000.0;3.20% Bristol Myers 20-15.06.2026;Bonds;12;55.583898.000.0;10000.05-55.583898.000.0;15.09.2025;10000.05;-17669.87;-17669.87;-17669.87
30.06.2023;Coupon;USD;-17669.87;55.583898.000.0;3.20% Bristol Myers 20-15.06.2026;Bonds;6;55.583898.000.0;10000.05-55.583898.000.0;15.09.2025;10000.05;-17669.87;-17669.87;-17669.87
31.12.2023;Coupon;USD;-17669.87;55.583898.000.0;3.20% Bristol Myers 20-15.06.2026;Bonds;12;55.583898.000.0;10000.05-55.583898.000.0;15.09.2025;10000.05;-17669.87;-17669.87;-17669.87
30.06.2024;Coupon;USD;-17669.87;55.583898.000.0;3.20% Bristol Myers 20-15.06.2026;Bonds;6;55.583898.000.0;10000.05-55.583898.000.0;15.09.2025;10000.05;-17669.87;-17669.87;-17669.87
31.12.2024;Coupon;USD;-17669.87;55.583898.000.0;3.20% Bristol Myers 20-15.06.2026;Bonds;12;55.583898.000.0;10000.05-55.583898.000.0;15.09.2025;10000.05;-17669.87;-17669.87;-17669.87
30.06.2025;Coupon;USD;-17669.87;55.583898.000.0;3.20% Bristol Myers 20-15.06.2026;Bonds;6;55.583898.000.0;10000.05-55.583898.000.0;15.09.2025;10000.05;-17669.87;-17669.87;-17669.87
31.12.2021;Coupon;USD;-8460.31;58.226600.000.0;0.85% Verizon Communication 20-20.11.2025;Bonds;12;58.226600.000.0;10000.05-58.226600.000.0;15.09.2025;10000.05;-8460.31;-8460.31;-8460.31
30.06.2022;Coupon;USD;-8460.31;58.226600.000.0;0.85% Verizon Communication 20-20.11.2025;Bonds;6;58.226600.000.0;10000.05-58.226600.000.0;15.09.2025;10000.05;-8460.31;-8460.31;-8460.31
31.12.2022;Coupon;USD;-8460.31;58.226600.000.0;0.85% Verizon Communication 20-20.11.2025;Bonds;12;58.226600.000.0;10000.05-58.226600.000.0;15.09.2025;10000.05;-8460.31;-8460.31;-8460.31
30.06.2023;Coupon;USD;-8460.31;58.226600.000.0;0.85% Verizon Communication 20-20.11.2025;Bonds;6;58.226600.000.0;10000.05-58.226600.000.0;15.09.2025;10000.05;-8460.31;-8460.31;-8460.31
31.12.2023;Coupon;USD;-8460.31;58.226600.000.0;0.85% Verizon Communication 20-20.11.2025;Bonds;12;58.226600.000.0;10000.05-58.226600.000.0;15.09.2025;10000.05;-8460.31;-8460.31;-8460.31
30.06.2024;Coupon;USD;-8460.31;58.226600.000.0;0.85% Verizon Communication 20-20.11.2025;Bonds;6;58.226600.000.0;10000.05-58.226600.000.0;15.09.2025;10000.05;-8460.31;-8460.31;-8460.31
31.12.2024;Coupon;USD;-8460.31;58.226600.000.0;0.85% Verizon Communication 20-20.11.2025;Bonds;12;58.226600.000.0;10000.05-58.226600.000.0;15.09.2025;10000.05;-8460.31;-8460.31;-8460.31
30.06.2025;Coupon;USD;-8460.31;58.226600.000.0;0.85% Verizon Communication 20-20.11.2025;Bonds;6;58.226600.000.0;10000.05-58.226600.000.0;15.09.2025;10000.05;-8460.31;-8460.31;-8460.31
31.12.2021;Coupon;USD;-16963.86;35.936578.000.0;5 1/4% Ladder Capital Fin 17-15.03.2022;Bonds;12;35.936578.000.0;10000.37-35.936578.000.0;15.09.2025;10000.37;-16963.86;-16963.86;-16963.86
30.06.2022;Coupon;USD;-16963.86;35.936578.000.0;5 1/4% Ladder Capital Fin 17-15.03.2022;Bonds;6;35.936578.000.0;10000.37-35.936578.000.0;15.09.2025;10000.37;-16963.86;-16963.86;-16963.86
31.12.2022;Coupon;USD;-16963.86;35.936578.000.0;5 1/4% Ladder Capital Fin 17-15.03.2022;Bonds;12;35.936578.000.0;10000.37-35.936578.000.0;15.09.2025;10000.37;-16963.86;-16963.86;-16963.86
30.06.2023;Coupon;USD;-16963.86;35.936578.000.0;5 1/4% Ladder Capital Fin 17-15.03.2022;Bonds;6;35.936578.000.0;10000.37-35.936578.000.0;15.09.2025;10000.37;-16963.86;-16963.86;-16963.86
31.12.2023;Coupon;USD;-16963.86;35.936578.000.0;5 1/4% Ladder Capital Fin 17-15.03.2022;Bonds;12;35.936578.000.0;10000.37-35.936578.000.0;15.09.2025;10000.37;-16963.86;-16963.86;-16963.86
30.06.2024;Coupon;USD;-16963.86;35.936578.000.0;5 1/4% Ladder Capital Fin 17-15.03.2022;Bonds;6;35.936578.000.0;10000.37-35.936578.000.0;15.09.2025;10000.37;-16963.86;-16963.86;-16963.86
31.12.2024;Coupon;USD;-16963.86;35.936578.000.0;5 1/4% Ladder Capital Fin 17-15.03.2022;Bonds;12;35.936578.000.0;10000.37-35.936578.000.0;15.09.2025;10000.37;-16963.86;-16963.86;-16963.86
30.06.2025;Coupon;USD;-16963.86;35.936578.000.0;5 1/4% Ladder Capital Fin 17-15.03.2022;Bonds;6;35.936578.000.0;10000.37-35.936578.000.0;15.09.2025;10000.37;-16963.86;-16963.86;-16963.86
31.01.2005;Redemption;USD;421354.17;54.254781.000.0;4 1/8% CDW LLC Finance 20-01.05.2025;Bonds;1;54.254781.000.0;10000.37-54.254781.000.0;15.09.2025;10000.37;421354.17;421354.17;421354.17
31.12.2021;Coupon;USD;-39647.16;28.161962.000.0;3.60% AbbVie 15-14.05.2025;Bonds;12;28.161962.000.0;10000.05-28.161962.000.0;15.09.2025;10000.05;-39647.16;-39647.16;-39647.16
30.06.2022;Coupon;USD;-39647.16;28.161962.000.0;3.60% AbbVie 15-14.05.2025;Bonds;6;28.161962.000.0;10000.05-28.161962.000.0;15.09.2025;10000.05;-39647.16;-39647.16;-39647.16
31.12.2022;Coupon;USD;-39647.16;28.161962.000.0;3.60% AbbVie 15-14.05.2025;Bonds;12;28.161962.000.0;10000.05-28.161962.000.0;15.09.2025;10000.05;-39647.16;-39647.16;-39647.16
30.06.2023;Coupon;USD;-39647.16;28.161962.000.0;3.60% AbbVie 15-14.05.2025;Bonds;6;28.161962.000.0;10000.05-28.161962.000.0;15.09.2025;10000.05;-39647.16;-39647.16;-39647.16
31.12.2023;Coupon;USD;-39647.16;28.161962.000.0;3.60% AbbVie 15-14.05.2025;Bonds;12;28.161962.000.0;10000.05-28.161962.000.0;15.09.2025;10000.05;-39647.16;-39647.16;-39647.16
30.06.2024;Coupon;USD;-39647.16;28.161962.000.0;3.60% AbbVie 15-14.05.2025;Bonds;6;28.161962.000.0;10000.05-28.161962.000.0;15.09.2025;10000.05;-39647.16;-39647.16;-39647.16
31.12.2024;Coupon;USD;-39647.16;28.161962.000.0;3.60% AbbVie 15-14.05.2025;Bonds;12;28.161962.000.0;10000.05-28.161962.000.0;15.09.2025;10000.05;-39647.16;-39647.16;-39647.16
30.06.2025;Coupon;USD;-39647.16;28.161962.000.0;3.60% AbbVie 15-14.05.2025;Bonds;6;28.161962.000.0;10000.05-28.161962.000.0;15.09.2025;10000.05;-39647.16;-39647.16;-39647.16
31.03.2011;Redemption;USD;2068365;30.291157.000.0;2.65 % Microsoft 15-03.11.2022;Bonds;3;30.291157.000.0;10000.05-30.291157.000.0;15.09.2025;10000.05;2068365;2068365;2068365
31.03.2011;Redemption;USD;2202792.5;30.291160.000.0;3 1/8% Microsoft 15-03.11.2025;Bonds;3;30.291160.000.0;10000.05-30.291160.000.0;15.09.2025;10000.05;2202792.5;2202792.5;2202792.5
31.01.2002;Redemption;USD;2215320.56;31.118407.000.0;3.65% Anheuser Busch 16-01.02.2026;Bonds;1;31.118407.000.0;10000.05-31.118407.000.0;15.09.2025;10000.05;2215320.56;2215320.56;2215320.56
31.01.2006;Redemption;USD;2203038.33;32.729084.000.0;3.45% Walgreens Boots 16-01.06.2026;Bonds;1;32.729084.000.0;10000.05-32.729084.000.0;15.09.2025;10000.05;2203038.33;2203038.33;2203038.33
31.12.2021;Coupon;USD;-23024.27;33.966812.000.0;2.20% Cisco System 16-20.09.2023;Bonds;12;33.966812.000.0;10000.05-33.966812.000.0;15.09.2025;10000.05;-23024.27;-23024.27;-23024.27
30.06.2022;Coupon;USD;-23024.27;33.966812.000.0;2.20% Cisco System 16-20.09.2023;Bonds;6;33.966812.000.0;10000.05-33.966812.000.0;15.09.2025;10000.05;-23024.27;-23024.27;-23024.27
31.12.2022;Coupon;USD;-23024.27;33.966812.000.0;2.20% Cisco System 16-20.09.2023;Bonds;12;33.966812.000.0;10000.05-33.966812.000.0;15.09.2025;10000.05;-23024.27;-23024.27;-23024.27
30.06.2023;Coupon;USD;-23024.27;33.966812.000.0;2.20% Cisco System 16-20.09.2023;Bonds;6;33.966812.000.0;10000.05-33.966812.000.0;15.09.2025;10000.05;-23024.27;-23024.27;-23024.27
31.12.2023;Coupon;USD;-23024.27;33.966812.000.0;2.20% Cisco System 16-20.09.2023;Bonds;12;33.966812.000.0;10000.05-33.966812.000.0;15.09.2025;10000.05;-23024.27;-23024.27;-23024.27
30.06.2024;Coupon;USD;-23024.27;33.966812.000.0;2.20% Cisco System 16-20.09.2023;Bonds;6;33.966812.000.0;10000.05-33.966812.000.0;15.09.2025;10000.05;-23024.27;-23024.27;-23024.27
31.12.2024;Coupon;USD;-23024.27;33.966812.000.0;2.20% Cisco System 16-20.09.2023;Bonds;12;33.966812.000.0;10000.05-33.966812.000.0;15.09.2025;10000.05;-23024.27;-23024.27;-23024.27
30.06.2025;Coupon;USD;-23024.27;33.966812.000.0;2.20% Cisco System 16-20.09.2023;Bonds;6;33.966812.000.0;10000.05-33.966812.000.0;15.09.2025;10000.05;-23024.27;-23024.27;-23024.27
31.12.2021;Coupon;USD;-33236.4;34.647471.000.0;3 % Pfizer 16-15.12.2026;Bonds;12;34.647471.000.0;10000.05-34.647471.000.0;15.09.2025;10000.05;-33236.4;-33236.4;-33236.4
30.06.2022;Coupon;USD;-33236.4;34.647471.000.0;3 % Pfizer 16-15.12.2026;Bonds;6;34.647471.000.0;10000.05-34.647471.000.0;15.09.2025;10000.05;-33236.4;-33236.4;-33236.4
31.12.2022;Coupon;USD;-33236.4;34.647471.000.0;3 % Pfizer 16-15.12.2026;Bonds;12;34.647471.000.0;10000.05-34.647471.000.0;15.09.2025;10000.05;-33236.4;-33236.4;-33236.4
30.06.2023;Coupon;USD;-33236.4;34.647471.000.0;3 % Pfizer 16-15.12.2026;Bonds;6;34.647471.000.0;10000.05-34.647471.000.0;15.09.2025;10000.05;-33236.4;-33236.4;-33236.4
31.12.2023;Coupon;USD;-33236.4;34.647471.000.0;3 % Pfizer 16-15.12.2026;Bonds;12;34.647471.000.0;10000.05-34.647471.000.0;15.09.2025;10000.05;-33236.4;-33236.4;-33236.4
30.06.2024;Coupon;USD;-33236.4;34.647471.000.0;3 % Pfizer 16-15.12.2026;Bonds;6;34.647471.000.0;10000.05-34.647471.000.0;15.09.2025;10000.05;-33236.4;-33236.4;-33236.4
31.12.2024;Coupon;USD;-33236.4;34.647471.000.0;3 % Pfizer 16-15.12.2026;Bonds;12;34.647471.000.0;10000.05-34.647471.000.0;15.09.2025;10000.05;-33236.4;-33236.4;-33236.4
30.06.2025;Coupon;USD;-33236.4;34.647471.000.0;3 % Pfizer 16-15.12.2026;Bonds;6;34.647471.000.0;10000.05-34.647471.000.0;15.09.2025;10000.05;-33236.4;-33236.4;-33236.4
31.12.2021;Coupon;USD;-45631;34.708853.000.0;3 3/4% Abbott Laboratories 16-30.11.2026;Bonds;12;34.708853.000.0;10000.05-34.708853.000.0;15.09.2025;10000.05;-45631;-45631;-45631
30.06.2022;Coupon;USD;-45631;34.708853.000.0;3 3/4% Abbott Laboratories 16-30.11.2026;Bonds;6;34.708853.000.0;10000.05-34.708853.000.0;15.09.2025;10000.05;-45631;-45631;-45631
31.12.2022;Coupon;USD;-45631;34.708853.000.0;3 3/4% Abbott Laboratories 16-30.11.2026;Bonds;12;34.708853.000.0;10000.05-34.708853.000.0;15.09.2025;10000.05;-45631;-45631;-45631
30.06.2023;Coupon;USD;-45631;34.708853.000.0;3 3/4% Abbott Laboratories 16-30.11.2026;Bonds;6;34.708853.000.0;10000.05-34.708853.000.0;15.09.2025;10000.05;-45631;-45631;-45631
31.12.2023;Coupon;USD;-45631;34.708853.000.0;3 3/4% Abbott Laboratories 16-30.11.2026;Bonds;12;34.708853.000.0;10000.05-34.708853.000.0;15.09.2025;10000.05;-45631;-45631;-45631
30.06.2024;Coupon;USD;-45631;34.708853.000.0;3 3/4% Abbott Laboratories 16-30.11.2026;Bonds;6;34.708853.000.0;10000.05-34.708853.000.0;15.09.2025;10000.05;-45631;-45631;-45631
