Description;ISIN;Identification number;Quantity / amount;Price;Market to cost;Weight;Investment strategy;Portfolio manager;Relationship manager;Evaluation date;Portfolio number;Total value in evaluation currency;Trade currency;Risk currency;Duration;YTM;Duration x Total value in evaluation currency;YTM x Total value in evaluation currency;Position rank;Country;Asset class;Price date;Bank
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.07.2024;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.08.2024;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;30.09.2024;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.10.2024;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;30.11.2024;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2024;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.12.2024;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.01.2025;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;28.02.2025;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.03.2025;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;30.04.2025;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.05.2025;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;30.06.2025;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.07.2025;LGT, Geneva
3.45% Walgreens Boots 16-01.06.2026;US931427AQ19;32.729084.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2025;10000.05;0;USD;USD;0;0;0;0;;USA;Bonds;31.08.2025;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.047930812;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2021;10000.05;2095861.623;USD;USD;1.992871263;0.003529092;4176782.4;7396.489491;;USA;Bonds;30.09.2021;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.046382393;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2021;10000.05;2092764.786;USD;USD;1.992871263;0.003529092;4170610.802;7385.560467;;USA;Bonds;31.10.2021;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.047887702;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2021;10000.05;2095775.403;USD;USD;1.992871263;0.003529092;4176610.574;7396.185212;;USA;Bonds;30.11.2021;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.037623215;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2021;10000.05;2075246.43;USD;USD;1.992871263;0.003529092;4135698.973;7323.736567;;USA;Bonds;31.12.2021;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.039837643;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2022;10000.05;2079675.286;USD;USD;1.992871263;0.003529092;4144525.114;7339.366411;;USA;Bonds;31.01.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.032686964;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2022;10000.05;2065373.928;USD;USD;1.992871263;0.003529092;4116024.347;7288.895594;;USA;Bonds;28.02.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.024273261;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2022;10000.05;2048546.522;USD;USD;1.992871263;0.003529092;4082489.494;7229.510124;;USA;Bonds;31.03.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.021536595;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2022;10000.05;2043073.19;USD;USD;1.992871263;0.003529092;4071581.848;7210.194229;;USA;Bonds;30.04.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.019992821;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2022;10000.05;2039985.642;USD;USD;1.992871263;0.003529092;4065428.763;7199.297986;;USA;Bonds;31.05.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.003504104;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2022;10000.05;2007008.208;USD;USD;1.992871263;0.003529092;3999708.982;7082.917573;;USA;Bonds;30.06.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.006393924;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2022;10000.05;2012787.848;USD;USD;1.992871263;0.003529092;4011227.061;7103.314456;;USA;Bonds;31.07.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;1.003686642;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2022;10000.05;2007373.285;USD;USD;1.992871263;0.003529092;4000436.533;7084.205961;;USA;Bonds;31.08.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.998674597;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2022;10000.05;1997349.194;USD;USD;1.992871263;0.003529092;3980459.811;7048.830019;;USA;Bonds;30.09.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.996975319;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2022;10000.05;1993950.638;USD;USD;1.992871263;0.003529092;3973686.926;7036.836201;;USA;Bonds;31.10.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.99426068;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2022;10000.05;1988521.36;USD;USD;1.992871263;0.003529092;3962867.074;7017.675776;;USA;Bonds;30.11.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.980689545;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2022;10000.05;1961379.09;USD;USD;1.992871263;0.003529092;3908776.024;6921.888194;;USA;Bonds;31.12.2022;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.982147286;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2023;10000.05;1964294.571;USD;USD;1.992871263;0.003529092;3914586.203;6932.177198;;USA;Bonds;31.01.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.981017216;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2023;10000.05;1962034.432;USD;USD;1.992871263;0.003529092;3910082.035;6924.200955;;USA;Bonds;28.02.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.984388548;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2023;10000.05;1968777.095;USD;USD;1.992871263;0.003529092;3923519.296;6947.996439;;USA;Bonds;31.03.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.978580204;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2023;10000.05;1957160.408;USD;USD;1.992871263;0.003529092;3900368.733;6907.000075;;USA;Bonds;30.04.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.979562162;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2023;10000.05;1959124.324;USD;USD;1.992871263;0.003529092;3904282.566;6913.930918;;USA;Bonds;31.05.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.964870004;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2023;10000.05;1929740.007;USD;USD;1.992871263;0.003529092;3845723.405;6810.230946;;USA;Bonds;30.06.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.9608158;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2023;10000.05;1921631.599;USD;USD;1.992871263;0.003529092;3829564.391;6781.615623;;USA;Bonds;31.07.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.961628512;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2023;10000.05;1923257.024;USD;USD;1.992871263;0.003529092;3832803.654;6787.351898;;USA;Bonds;31.08.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.962017036;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2023;10000.05;1924034.072;USD;USD;1.992871263;0.003529092;3834352.211;6790.094173;;USA;Bonds;30.09.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.960604589;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2023;10000.05;1921209.178;USD;USD;1.992871263;0.003529092;3828722.56;6780.12486;;USA;Bonds;31.10.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.95923652;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2023;10000.05;1918473.041;USD;USD;1.992871263;0.003529092;3823269.791;6770.468779;;USA;Bonds;30.11.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.951904644;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2023;10000.05;1903809.288;USD;USD;1.992871263;0.003529092;3794046.819;6718.719039;;USA;Bonds;31.12.2023;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.959024647;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2024;10000.05;1918049.294;USD;USD;1.992871263;0.003529092;3822425.319;6768.973338;;USA;Bonds;31.01.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.959700203;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;29.02.2024;10000.05;1919400.406;USD;USD;1.992871263;0.003529092;3825117.911;6773.741537;;USA;Bonds;29.02.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.959551498;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2024;10000.05;1919102.996;USD;USD;1.992871263;0.003529092;3824525.21;6772.691947;;USA;Bonds;31.03.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.957179413;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2024;10000.05;1914358.826;USD;USD;1.992871263;0.003529092;3815070.692;6755.949336;;USA;Bonds;30.04.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.95272144;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2024;10000.05;1905442.881;USD;USD;1.992871263;0.003529092;3797302.36;6724.484139;;USA;Bonds;31.05.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.937881837;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2024;10000.05;1875763.673;USD;USD;1.992871263;0.003529092;3738155.52;6619.743471;;USA;Bonds;30.06.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.940324402;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2024;10000.05;1880648.805;USD;USD;1.992871263;0.003529092;3747890.958;6636.983552;;USA;Bonds;31.07.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.936740833;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2024;10000.05;1873481.666;USD;USD;1.992871263;0.003529092;3733607.773;6611.690057;;USA;Bonds;31.08.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.936939725;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2024;10000.05;1873879.449;USD;USD;1.992871263;0.003529092;3734400.505;6613.093871;;USA;Bonds;30.09.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.939935082;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2024;10000.05;1879870.164;USD;USD;1.992871263;0.003529092;3746339.228;6634.235658;;USA;Bonds;31.10.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.942548554;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2024;10000.05;1885097.107;USD;USD;1.992871263;0.003529092;3756755.852;6652.682023;;USA;Bonds;30.11.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.93280419;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2024;10000.05;1865608.379;USD;USD;1.992871263;0.003529092;3717917.326;6583.904498;;USA;Bonds;31.12.2024;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.928756383;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2025;10000.05;1857512.766;USD;USD;1.992871263;0.003529092;3701783.812;6555.334332;;USA;Bonds;31.01.2025;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.931016813;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2025;10000.05;1862033.625;USD;USD;1.992871263;0.003529092;3710793.302;6571.288862;;USA;Bonds;28.02.2025;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.933169802;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2025;10000.05;1866339.603;USD;USD;1.992871263;0.003529092;3719374.562;6586.485057;;USA;Bonds;31.03.2025;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.931373422;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2025;10000.05;1862746.845;USD;USD;1.992871263;0.003529092;3712214.656;6573.805879;;USA;Bonds;30.04.2025;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.931270525;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2025;10000.05;1862541.05;USD;USD;1.992871263;0.003529092;3711804.534;6573.079611;;USA;Bonds;31.05.2025;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.918266797;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2025;10000.05;1836533.594;USD;USD;1.992871263;0.003529092;3659975.023;6481.296895;;USA;Bonds;30.06.2025;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.918611478;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2025;10000.05;1837222.955;USD;USD;1.992871263;0.003529092;3661348.83;6483.729713;;USA;Bonds;31.07.2025;LGT, Geneva
2.20% Cisco System 16-20.09.2023;US17275RBH49;33.966812.000.0;0;0.919943484;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2025;10000.05;1839886.967;USD;USD;1.992871263;0.003529092;3666657.863;6493.131257;;USA;Bonds;31.08.2025;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.113103731;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2021;10000.05;2226207.461;USD;USD;4.869783203;0.010716977;10841147.7;23858.21404;;USA;Bonds;30.09.2021;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.117901168;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2021;10000.05;2235802.336;USD;USD;4.869783203;0.010716977;10887872.66;23961.04209;;USA;Bonds;31.10.2021;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.115034739;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2021;10000.05;2230069.477;USD;USD;4.869783203;0.010716977;10859954.88;23899.60317;;USA;Bonds;30.11.2021;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.100760088;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2021;10000.05;2201520.176;USD;USD;4.869783203;0.010716977;10720925.97;23593.64097;;USA;Bonds;31.12.2021;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.100410046;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2022;10000.05;2200820.093;USD;USD;4.869783203;0.010716977;10717516.72;23586.13819;;USA;Bonds;31.01.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.099958997;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2022;10000.05;2199917.994;USD;USD;4.869783203;0.010716977;10713123.7;23576.47042;;USA;Bonds;28.02.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.097504764;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2022;10000.05;2195009.527;USD;USD;4.869783203;0.010716977;10689220.53;23523.8665;;USA;Bonds;31.03.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.098014322;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2022;10000.05;2196028.643;USD;USD;4.869783203;0.010716977;10694183.4;23534.78834;;USA;Bonds;30.04.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.096993941;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2022;10000.05;2193987.882;USD;USD;4.869783203;0.010716977;10684245.33;23512.91755;;USA;Bonds;31.05.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.080507674;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2022;10000.05;2161015.348;USD;USD;4.869783203;0.010716977;10523676.24;23159.55166;;USA;Bonds;30.06.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.085389213;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2022;10000.05;2170778.425;USD;USD;4.869783203;0.010716977;10571220.31;23264.18233;;USA;Bonds;31.07.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.08715103;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2022;10000.05;2174302.061;USD;USD;4.869783203;0.010716977;10588379.65;23301.94505;;USA;Bonds;31.08.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.08957349;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2022;10000.05;2179146.981;USD;USD;4.869783203;0.010716977;10611973.36;23353.86795;;USA;Bonds;30.09.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.088369148;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2022;10000.05;2176738.297;USD;USD;4.869783203;0.010716977;10600243.59;23328.05414;;USA;Bonds;31.10.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.084468825;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2022;10000.05;2168937.649;USD;USD;4.869783203;0.010716977;10562256.13;23244.45478;;USA;Bonds;30.11.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.068921707;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2022;10000.05;2137843.414;USD;USD;4.869783203;0.010716977;10410833.95;22911.21857;;USA;Bonds;31.12.2022;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.065417786;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2023;10000.05;2130835.573;USD;USD;4.869783203;0.010716977;10376707.28;22836.1157;;USA;Bonds;31.01.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.06961183;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2023;10000.05;2139223.66;USD;USD;4.869783203;0.010716977;10417555.45;22926.01064;;USA;Bonds;28.02.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.068441457;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2023;10000.05;2136882.914;USD;USD;4.869783203;0.010716977;10406156.52;22900.92492;;USA;Bonds;31.03.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.070004766;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2023;10000.05;2140009.532;USD;USD;4.869783203;0.010716977;10421382.47;22934.43281;;USA;Bonds;30.04.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.066749848;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2023;10000.05;2133499.696;USD;USD;4.869783203;0.010716977;10389680.98;22864.66705;;USA;Bonds;31.05.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.046629053;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2023;10000.05;2093258.107;USD;USD;4.869783203;0.010716977;10193713.17;22433.39887;;USA;Bonds;30.06.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.050641379;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2023;10000.05;2101282.757;USD;USD;4.869783203;0.010716977;10232791.48;22519.39886;;USA;Bonds;31.07.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.054032117;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2023;10000.05;2108064.234;USD;USD;4.869783203;0.010716977;10265815.8;22592.07579;;USA;Bonds;31.08.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.054535314;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2023;10000.05;2109070.628;USD;USD;4.869783203;0.010716977;10270716.72;22602.8613;;USA;Bonds;30.09.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.055020881;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2023;10000.05;2110041.763;USD;USD;4.869783203;0.010716977;10275445.93;22613.26892;;USA;Bonds;31.10.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.059968684;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2023;10000.05;2119937.369;USD;USD;4.869783203;0.010716977;10323635.39;22719.3199;;USA;Bonds;30.11.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.040832955;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2023;10000.05;2081665.909;USD;USD;4.869783203;0.010716977;10137261.68;22309.16555;;USA;Bonds;31.12.2023;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.037008841;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2024;10000.05;2074017.681;USD;USD;4.869783203;0.010716977;10100016.47;22227.19967;;USA;Bonds;31.01.2024;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.032451522;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;29.02.2024;10000.05;2064903.043;USD;USD;4.869783203;0.010716977;10055630.15;22129.51831;;USA;Bonds;29.02.2024;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.023214684;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2024;10000.05;2046429.369;USD;USD;4.869783203;0.010716977;9965667.365;21931.53636;;USA;Bonds;31.03.2024;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.024496404;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2024;10000.05;2048992.807;USD;USD;4.869783203;0.010716977;9978150.756;21959.00868;;USA;Bonds;30.04.2024;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.020812428;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2024;10000.05;2041624.855;USD;USD;4.869783203;0.010716977;9942270.426;21880.0465;;USA;Bonds;31.05.2024;LGT, Geneva
3 % Pfizer 16-15.12.2026;US717081EA70;34.647471.000.0;0;1.009200364;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2024;10000.05;2018400.727;USD;USD;4.869783203;0.010716977;9829173.958;21631.15406;;USA;Bonds;30.06.2024;LGT, Geneva
