Ticket date;Transaction;Transaction number;Amount;Position;Identification number;Accounting;Price;Value in evaluation currency;Portfolio number;Booking date;Value date;Purchase date;Portfolio instrument number;Position instrument number;Evaluation date;Transaction value in evaluation currency;Transaction interest in evaluation currency;Transaction fees in evaluation currency;Transaction duties and taxes in evaluation currency;Fee basis in evaluation currency;Transaction holding position;Transaction holding amount;Transaction counterparty position;Transaction counterparty currency;Transaction counterparty amount;Transaction holding identification number;Transaction counterparty identification number;Value;Currency;Transaction holding currency
11.05.2020;Dividend payment;10000.07-4099;0;Allianz N;  .322646.000.0;Dividend;;-76510.29;10000.07;13.05.2020;11.05.2020;11.05.2020;10000.07-  .322646.000.0;Allianz N (  .322646.000.0);31.08.2021;0;76510.29;0;0;76510.29;Allianz N;0;Current Account EUR;EUR;70680;  .322646.000.0;  .KK-EUR.000.0.10000.07;-70680;EUR;EUR
30.06.2020;Debit interest;10000.07-4155;0;Current Account CHF;  .KK-CHF.000.0.10000.07;Interest;;1367.65;10000.07;15.07.2020;30.06.2020;30.06.2020;10000.07-  .KK-CHF.000.0.10000.07;Current Account CHF (  .KK-CHF.000.0.10000.07);31.08.2021;0;-1367.65;0;0;-1367.65;Current Account CHF;0;Current Account CHF;CHF;-1295.92;  .KK-CHF.000.0.10000.07;  .KK-CHF.000.0.10000.07;1295.92;CHF;CHF
31.07.2020;Debit interest;10000.07-4198;0;Current Account CHF;  .KK-CHF.000.0.10000.07;Interest;;1036.29;10000.07;10.08.2020;31.07.2020;31.07.2020;10000.07-  .KK-CHF.000.0.10000.07;Current Account CHF (  .KK-CHF.000.0.10000.07);31.08.2021;0;-1036.29;0;0;-1036.29;Current Account CHF;0;Current Account CHF;CHF;-942.71;  .KK-CHF.000.0.10000.07;  .KK-CHF.000.0.10000.07;942.71;CHF;CHF
05.10.2020;Dividend payment;10000.07-4243;0;VW VZ;  .352781.000.0;Dividend;;-69201.1;10000.07;07.10.2020;05.10.2020;05.10.2020;10000.07-  .352781.000.0;VW VZ (  .352781.000.0);31.08.2021;0;69201.1;0;0;69201.1;VW VZ;0;Current Account EUR;EUR;58682.07;  .352781.000.0;  .KK-EUR.000.0.10000.07;-58682.07;EUR;EUR
29.01.2021;Debit interest;10000.07-4364;0;Current Account EUR;  .KK-EUR.000.0.10000.07;Interest;;182.67;10000.07;09.02.2021;31.01.2021;29.01.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-182.67;0;0;-182.67;Current Account EUR;0;Current Account EUR;EUR;-150.36;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;150.36;EUR;EUR
26.02.2021;Debit interest;10000.07-4382;0;Current Account EUR;  .KK-EUR.000.0.10000.07;Interest;;393.03;10000.07;09.03.2021;28.02.2021;26.02.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-393.03;0;0;-393.03;Current Account EUR;0;Current Account EUR;EUR;-323.8;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;323.8;EUR;EUR
08.03.2021;Dividend payment;10000.07-4383;0;Novartis N; 1.200526.000.0;Dividend;;-12504.01;10000.07;09.03.2021;08.03.2021;08.03.2021;10000.07- 1.200526.000.0;Novartis N ( 1.200526.000.0);31.08.2021;0;12504.01;0;0;12504.01;Novartis N;0;Current Account CHF;CHF;11700; 1.200526.000.0;  .KK-CHF.000.0.10000.07;-11700;CHF;CHF
22.03.2021;Dividend payment;10000.07-4399;0;Roche GS; 1.203204.000.0;Dividend;;-60216.6;10000.07;23.03.2021;22.03.2021;22.03.2021;10000.07- 1.203204.000.0;Roche GS ( 1.203204.000.0);31.08.2021;0;60216.6;0;0;60216.6;Roche GS;0;Current Account CHF;CHF;55601; 1.203204.000.0;  .KK-CHF.000.0.10000.07;-55601;CHF;CHF
31.03.2021;Debit interest;10000.07-4424;0;Current Account EUR;  .KK-EUR.000.0.10000.07;Interest;;421.19;10000.07;12.04.2021;31.03.2021;31.03.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-421.19;0;0;-421.19;Current Account EUR;0;Current Account EUR;EUR;-358.36;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;358.36;EUR;EUR
21.04.2021;Dividend payment;10000.07-4433;0;Nestle N; 3.886335.000.0;Dividend;;-43454.82;10000.07;22.04.2021;21.04.2021;21.04.2021;10000.07- 3.886335.000.0;Nestle N ( 3.886335.000.0);31.08.2021;0;43454.82;0;0;43454.82;Nestle N;0;Current Account CHF;CHF;39871.97; 3.886335.000.0;  .KK-CHF.000.0.10000.07;-39871.97;CHF;CHF
30.04.2021;Debit interest;10000.07-4461;0;Current Account EUR;  .KK-EUR.000.0.10000.07;Interest;;417.29;10000.07;10.05.2021;30.04.2021;30.04.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-417.29;0;0;-417.29;Current Account EUR;0;Current Account EUR;EUR;-346.64;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;346.64;EUR;EUR
03.05.2021;Dividend payment;10000.07-4450;0;Münchener Rückversicherung N;  .341960.000.0;Dividend;;-80150.12;10000.07;05.05.2021;03.05.2021;03.05.2021;10000.07-  .341960.000.0;Münchener Rückversicherung N (  .341960.000.0);31.08.2021;0;80150.12;0;0;80150.12;Münchener Rückversicherung N;0;Current Account EUR;EUR;66380.3;  .341960.000.0;  .KK-EUR.000.0.10000.07;-66380.3;EUR;EUR
10.05.2021;Dividend payment;10000.07-4462;0;Allianz N;  .322646.000.0;Dividend;;-85946.66;10000.07;11.05.2021;10.05.2021;10.05.2021;10000.07-  .322646.000.0;Allianz N (  .322646.000.0);31.08.2021;0;85946.66;0;0;85946.66;Allianz N;0;Current Account EUR;EUR;70680;  .322646.000.0;  .KK-EUR.000.0.10000.07;-70680;EUR;EUR
31.05.2021;Debit interest;10000.07-4487;0;Current Account EUR;  .KK-EUR.000.0.10000.07;Interest;;445.18;10000.07;08.06.2021;31.05.2021;31.05.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-445.18;0;0;-445.18;Current Account EUR;0;Current Account EUR;EUR;-364.11;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;364.11;EUR;EUR
30.06.2021;Debit interest;10000.07-4505;0;Current Account EUR;  .KK-EUR.000.0.10000.07;Interest;;478.48;10000.07;02.07.2021;30.06.2021;30.06.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-478.48;0;0;-478.48;Current Account EUR;0;Current Account EUR;EUR;-403.47;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;403.47;EUR;EUR
30.06.2021;Credit interest;10000.07-4506;0;Current Account EUR;  .KK-EUR.000.0.10000.07;Interest;;-47.86;10000.07;02.07.2021;31.05.2021;30.06.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;47.86;0;0;47.86;Current Account EUR;0;Current Account EUR;EUR;40.36;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;-40.36;EUR;EUR
27.07.2021;Dividend payment;10000.07-4529;0;VW VZ;  .352781.000.0;Dividend;;-69394.72;10000.07;28.07.2021;27.07.2021;27.07.2021;10000.07-  .352781.000.0;VW VZ (  .352781.000.0);31.08.2021;0;69394.72;0;0;69394.72;VW VZ;0;Current Account EUR;EUR;58682.07;  .352781.000.0;  .KK-EUR.000.0.10000.07;-58682.07;EUR;EUR
30.07.2021;Debit interest;10000.07-4560;0;Current Account EUR;  .KK-EUR.000.0.10000.07;Interest;;476.74;10000.07;09.08.2021;31.07.2021;30.07.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-476.74;0;0;-476.74;Current Account EUR;0;Current Account EUR;EUR;-402.04;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;402.04;EUR;EUR
05.03.2020;Dividend payment;10000.07-3991;11505;Current Account CHF;  .KK-CHF.000.0.10000.07;Counterparty holding;1;12103.52;10000.07;09.03.2020;05.03.2020;05.03.2020;10000.07-  .KK-CHF.000.0.10000.07;Current Account CHF (  .KK-CHF.000.0.10000.07);31.08.2021;0;12103.52;0;0;12103.52;Novartis N;0;Current Account CHF;CHF;11505; 1.200526.000.0;  .KK-CHF.000.0.10000.07;11505;CHF;CHF
23.03.2020;Dividend payment;10000.07-4040;54990;Current Account CHF;  .KK-CHF.000.0.10000.07;Counterparty holding;1;55963.77;10000.07;25.03.2020;23.03.2020;23.03.2020;10000.07-  .KK-CHF.000.0.10000.07;Current Account CHF (  .KK-CHF.000.0.10000.07);31.08.2021;0;55963.77;0;0;55963.77;Roche GS;0;Current Account CHF;CHF;54990; 1.203204.000.0;  .KK-CHF.000.0.10000.07;54990;CHF;CHF
29.04.2020;Dividend payment;10000.07-4072;39147.03;Current Account CHF;  .KK-CHF.000.0.10000.07;Counterparty holding;1;40210.6;10000.07;04.05.2020;29.04.2020;29.04.2020;10000.07-  .KK-CHF.000.0.10000.07;Current Account CHF (  .KK-CHF.000.0.10000.07);31.08.2021;0;40210.6;0;0;40210.6;Nestle N;0;Current Account CHF;CHF;39147.03; 3.886335.000.0;  .KK-CHF.000.0.10000.07;39147.03;CHF;CHF
05.05.2020;Dividend payment;10000.07-4088;66380.3;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;71957.5;10000.07;07.05.2020;05.05.2020;05.05.2020;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;71957.5;0;0;71957.5;Münchener Rückversicherung N;0;Current Account EUR;EUR;66380.3;  .341960.000.0;  .KK-EUR.000.0.10000.07;66380.3;EUR;EUR
11.05.2020;Dividend payment;10000.07-4099;70680;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;76510.29;10000.07;13.05.2020;11.05.2020;11.05.2020;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;76510.29;0;0;76510.29;Allianz N;0;Current Account EUR;EUR;70680;  .322646.000.0;  .KK-EUR.000.0.10000.07;70680;EUR;EUR
30.06.2020;Debit interest;10000.07-4155;-1295.92;Current Account CHF;  .KK-CHF.000.0.10000.07;Counterparty holding;1;-1367.65;10000.07;15.07.2020;30.06.2020;30.06.2020;10000.07-  .KK-CHF.000.0.10000.07;Current Account CHF (  .KK-CHF.000.0.10000.07);31.08.2021;0;-1367.65;0;0;-1367.65;Current Account CHF;0;Current Account CHF;CHF;-1295.92;  .KK-CHF.000.0.10000.07;  .KK-CHF.000.0.10000.07;-1295.92;CHF;CHF
31.07.2020;Debit interest;10000.07-4198;-942.71;Current Account CHF;  .KK-CHF.000.0.10000.07;Counterparty holding;1;-1036.29;10000.07;10.08.2020;31.07.2020;31.07.2020;10000.07-  .KK-CHF.000.0.10000.07;Current Account CHF (  .KK-CHF.000.0.10000.07);31.08.2021;0;-1036.29;0;0;-1036.29;Current Account CHF;0;Current Account CHF;CHF;-942.71;  .KK-CHF.000.0.10000.07;  .KK-CHF.000.0.10000.07;-942.71;CHF;CHF
05.10.2020;Dividend payment;10000.07-4243;58682.07;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;69201.1;10000.07;07.10.2020;05.10.2020;05.10.2020;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;69201.1;0;0;69201.1;VW VZ;0;Current Account EUR;EUR;58682.07;  .352781.000.0;  .KK-EUR.000.0.10000.07;58682.07;EUR;EUR
29.01.2021;Debit interest;10000.07-4364;-150.36;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;-182.67;10000.07;09.02.2021;31.01.2021;29.01.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-182.67;0;0;-182.67;Current Account EUR;0;Current Account EUR;EUR;-150.36;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;-150.36;EUR;EUR
26.02.2021;Debit interest;10000.07-4382;-323.8;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;-393.03;10000.07;09.03.2021;28.02.2021;26.02.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-393.03;0;0;-393.03;Current Account EUR;0;Current Account EUR;EUR;-323.8;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;-323.8;EUR;EUR
08.03.2021;Dividend payment;10000.07-4383;11700;Current Account CHF;  .KK-CHF.000.0.10000.07;Counterparty holding;1;12504.01;10000.07;09.03.2021;08.03.2021;08.03.2021;10000.07-  .KK-CHF.000.0.10000.07;Current Account CHF (  .KK-CHF.000.0.10000.07);31.08.2021;0;12504.01;0;0;12504.01;Novartis N;0;Current Account CHF;CHF;11700; 1.200526.000.0;  .KK-CHF.000.0.10000.07;11700;CHF;CHF
22.03.2021;Dividend payment;10000.07-4399;55601;Current Account CHF;  .KK-CHF.000.0.10000.07;Counterparty holding;1;60216.6;10000.07;23.03.2021;22.03.2021;22.03.2021;10000.07-  .KK-CHF.000.0.10000.07;Current Account CHF (  .KK-CHF.000.0.10000.07);31.08.2021;0;60216.6;0;0;60216.6;Roche GS;0;Current Account CHF;CHF;55601; 1.203204.000.0;  .KK-CHF.000.0.10000.07;55601;CHF;CHF
31.03.2021;Debit interest;10000.07-4424;-358.36;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;-421.19;10000.07;12.04.2021;31.03.2021;31.03.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-421.19;0;0;-421.19;Current Account EUR;0;Current Account EUR;EUR;-358.36;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;-358.36;EUR;EUR
21.04.2021;Dividend payment;10000.07-4433;39871.97;Current Account CHF;  .KK-CHF.000.0.10000.07;Counterparty holding;1;43454.82;10000.07;22.04.2021;21.04.2021;21.04.2021;10000.07-  .KK-CHF.000.0.10000.07;Current Account CHF (  .KK-CHF.000.0.10000.07);31.08.2021;0;43454.82;0;0;43454.82;Nestle N;0;Current Account CHF;CHF;39871.97; 3.886335.000.0;  .KK-CHF.000.0.10000.07;39871.97;CHF;CHF
30.04.2021;Debit interest;10000.07-4461;-346.64;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;-417.29;10000.07;10.05.2021;30.04.2021;30.04.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-417.29;0;0;-417.29;Current Account EUR;0;Current Account EUR;EUR;-346.64;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;-346.64;EUR;EUR
03.05.2021;Dividend payment;10000.07-4450;66380.3;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;80150.12;10000.07;05.05.2021;03.05.2021;03.05.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;80150.12;0;0;80150.12;Münchener Rückversicherung N;0;Current Account EUR;EUR;66380.3;  .341960.000.0;  .KK-EUR.000.0.10000.07;66380.3;EUR;EUR
10.05.2021;Dividend payment;10000.07-4462;70680;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;85946.66;10000.07;11.05.2021;10.05.2021;10.05.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;85946.66;0;0;85946.66;Allianz N;0;Current Account EUR;EUR;70680;  .322646.000.0;  .KK-EUR.000.0.10000.07;70680;EUR;EUR
31.05.2021;Debit interest;10000.07-4487;-364.11;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;-445.18;10000.07;08.06.2021;31.05.2021;31.05.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-445.18;0;0;-445.18;Current Account EUR;0;Current Account EUR;EUR;-364.11;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;-364.11;EUR;EUR
30.06.2021;Debit interest;10000.07-4505;-403.47;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;-478.48;10000.07;02.07.2021;30.06.2021;30.06.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-478.48;0;0;-478.48;Current Account EUR;0;Current Account EUR;EUR;-403.47;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;-403.47;EUR;EUR
30.06.2021;Credit interest;10000.07-4506;40.36;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;47.86;10000.07;02.07.2021;31.05.2021;30.06.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;47.86;0;0;47.86;Current Account EUR;0;Current Account EUR;EUR;40.36;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;40.36;EUR;EUR
27.07.2021;Dividend payment;10000.07-4529;58682.07;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;69394.72;10000.07;28.07.2021;27.07.2021;27.07.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;69394.72;0;0;69394.72;VW VZ;0;Current Account EUR;EUR;58682.07;  .352781.000.0;  .KK-EUR.000.0.10000.07;58682.07;EUR;EUR
30.07.2021;Debit interest;10000.07-4560;-402.04;Current Account EUR;  .KK-EUR.000.0.10000.07;Counterparty holding;1;-476.74;10000.07;09.08.2021;31.07.2021;30.07.2021;10000.07-  .KK-EUR.000.0.10000.07;Current Account EUR (  .KK-EUR.000.0.10000.07);31.08.2021;0;-476.74;0;0;-476.74;Current Account EUR;0;Current Account EUR;EUR;-402.04;  .KK-EUR.000.0.10000.07;  .KK-EUR.000.0.10000.07;-402.04;EUR;EUR
14.01.2020;Dividend payment;10000.07-3947;7234.87;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;7234.87;10000.07;16.01.2020;14.01.2020;14.01.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;7234.87;0;0;7234.87;Mondelez International;0;Current Account USD;USD;7234.87;19.549948.000.0;  .KK-USD.000.0.10000.07;7234.87;USD;USD
16.01.2020;Dividend payment;10000.07-3951;9860.37;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;9860.37;10000.07;20.01.2020;07.01.2020;16.01.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;9860.37;0;0;9860.37;Pepsico;0;Current Account USD;USD;9860.37;  .961618.000.0;  .KK-USD.000.0.10000.07;9860.37;USD;USD
16.01.2020;Dividend payment;10000.07-3955;6160;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;6160;10000.07;20.01.2020;16.01.2020;16.01.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;6160;0;0;6160;The Walt Disney;0;Current Account USD;USD;6160;  .984192.000.0;  .KK-USD.000.0.10000.07;6160;USD;USD
31.01.2020;Credit interest;10000.07-3965;976.63;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;976.63;10000.07;05.02.2020;31.01.2020;31.01.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;976.63;0;0;976.63;Current Account USD;0;Current Account USD;USD;976.63;  .KK-USD.000.0.10000.07;  .KK-USD.000.0.10000.07;976.63;USD;USD
03.02.2020;Dividend payment;10000.07-3960;17650.5;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;17650.5;10000.07;05.02.2020;03.02.2020;03.02.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;17650.5;0;0;17650.5;Verizon Communications;0;Current Account USD;USD;17650.5; 1.095642.000.0;  .KK-USD.000.0.10000.07;17650.5;USD;USD
04.02.2020;Dividend payment;10000.07-3970;0.07;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;0.07;10000.07;06.02.2020;09.12.2019;04.02.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;0.07;0;0;0.07;JPM Asian Total Return Bond;0;Current Account USD;USD;0.07;10.525835.000.0;  .KK-USD.000.0.10000.07;0.07;USD;USD
04.02.2020;Dividend payment;10000.07-3971;0.07;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;0.07;10000.07;06.02.2020;09.01.2020;04.02.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;0.07;0;0;0.07;JPM Asian Total Return Bond;0;Current Account USD;USD;0.07;10.525835.000.0;  .KK-USD.000.0.10000.07;0.07;USD;USD
11.02.2020;Dividend payment;10000.07-3973;0.07;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;0.07;10000.07;13.02.2020;10.02.2020;11.02.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;0.07;0;0;0.07;JPM Asian Total Return Bond;0;Current Account USD;USD;0.07;10.525835.000.0;  .KK-USD.000.0.10000.07;0.07;USD;USD
13.02.2020;Dividend payment;10000.07-3974;2826.52;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;2826.52;10000.07;17.02.2020;13.02.2020;13.02.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;2826.52;0;0;2826.52;Apple;0;Current Account USD;USD;2826.52;  .908440.000.0;  .KK-USD.000.0.10000.07;2826.52;USD;USD
28.02.2020;Credit interest;10000.07-3981;1.22;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;1.22;10000.07;04.03.2020;31.01.2020;28.02.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;1.22;0;0;1.22;Current Account USD;0;Current Account USD;USD;1.22;  .KK-USD.000.0.10000.07;  .KK-USD.000.0.10000.07;1.22;USD;USD
28.02.2020;Credit interest;10000.07-3985;927.86;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;927.86;10000.07;04.03.2020;29.02.2020;28.02.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;927.86;0;0;927.86;Current Account USD;0;Current Account USD;USD;927.86;  .KK-USD.000.0.10000.07;  .KK-USD.000.0.10000.07;927.86;USD;USD
05.03.2020;Dividend payment;10000.07-3995;7392;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;7392;10000.07;09.03.2020;02.03.2020;05.03.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;7392;0;0;7392;Intel;0;Current Account USD;USD;7392;  .941595.000.0;  .KK-USD.000.0.10000.07;7392;USD;USD
06.03.2020;Dividend payment;10000.07-4004;18620;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;18620;10000.07;10.03.2020;06.03.2020;06.03.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;18620;0;0;18620;Pfizer;0;Current Account USD;USD;18620;  .962004.000.0;  .KK-USD.000.0.10000.07;18620;USD;USD
31.03.2020;Debit interest;10000.07-4066;-20.65;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;-20.65;10000.07;21.04.2020;31.03.2020;31.03.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;-20.65;0;0;-20.65;Current Account USD;0;Current Account USD;USD;-20.65;  .KK-USD.000.0.10000.07;  .KK-USD.000.0.10000.07;-20.65;USD;USD
01.04.2020;Dividend payment;10000.07-4047;0.07;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;0.07;10000.07;03.04.2020;09.03.2020;01.04.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;0.07;0;0;0.07;JPM Asian Total Return Bond;0;Current Account USD;USD;0.07;10.525835.000.0;  .KK-USD.000.0.10000.07;0.07;USD;USD
01.04.2020;Dividend payment;10000.07-4048;10703.95;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;10703.95;10000.07;03.04.2020;01.04.2020;01.04.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;10703.95;0;0;10703.95;Coca Cola;0;Current Account USD;USD;10703.95;  .919390.000.0;  .KK-USD.000.0.10000.07;10703.95;USD;USD
01.04.2020;Dividend payment;10000.07-4052;9860.37;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;9860.37;10000.07;03.04.2020;31.03.2020;01.04.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;9860.37;0;0;9860.37;Pepsico;0;Current Account USD;USD;9860.37;  .961618.000.0;  .KK-USD.000.0.10000.07;9860.37;USD;USD
14.04.2020;Dividend payment;10000.07-4059;7234.87;Current Account USD;  .KK-USD.000.0.10000.07;Counterparty holding;1;7234.87;10000.07;16.04.2020;14.04.2020;14.04.2020;10000.07-  .KK-USD.000.0.10000.07;Current Account USD (  .KK-USD.000.0.10000.07);31.08.2021;0;7234.87;0;0;7234.87;Mondelez International;0;Current Account USD;USD;7234.87;19.549948.000.0;  .KK-USD.000.0.10000.07;7234.87;USD;USD
